Year,Team,Opponent,Team_Points,Opponent_Points
2004,fresno-state,oregon,67,80
2004,fresno-state,santa-clara,64,69
2004,fresno-state,princeton,67,72
2004,fresno-state,pacific,66,51
2004,fresno-state,creighton,62,70
2004,fresno-state,southern-california,62,65
2004,fresno-state,washington-state,46,29
2004,fresno-state,san-francisco,52,43
2004,fresno-state,hawaii,69,58
2004,fresno-state,san-jose-state,61,55
2004,fresno-state,southern-methodist,54,53
2004,fresno-state,louisiana-tech,61,40
2004,fresno-state,boise-state,78,61
2004,fresno-state,texas-el-paso,58,72
2004,fresno-state,rice,63,65
2004,fresno-state,tulsa,68,61
2004,fresno-state,nevada,65,84
2004,fresno-state,louisiana-tech,75,80
2004,fresno-state,southern-methodist,75,74
2004,fresno-state,texas-el-paso,55,58
2004,fresno-state,boise-state,44,55
2004,fresno-state,tulsa,61,41
2004,fresno-state,east-tennessee-state,62,66
2004,fresno-state,rice,60,63
2004,fresno-state,nevada,55,64
2004,fresno-state,san-jose-state,81,76
2004,fresno-state,hawaii,69,60
2004,fresno-state,boise-state,54,71
2004,furman,james-madison,72,78
2004,furman,minnesota,84,91
2004,furman,north-carolina-greensboro,65,73
2004,furman,northern-iowa,64,55
2004,furman,north-carolina-asheville,60,56
2004,furman,ohio-state,68,70
2004,furman,high-point,98,87
2004,furman,bethune-cookman,62,49
2004,furman,lipscomb,92,56
2004,furman,east-tennessee-state,68,69
2004,furman,college-of-charleston,65,70
2004,furman,georgia-southern,67,71
2004,furman,citadel,76,61
2004,furman,wofford,91,55
2004,furman,chattanooga,68,77
2004,furman,appalachian-state,85,74
2004,furman,elon,60,67
2004,furman,georgia-southern,77,72
2004,furman,davidson,73,83
2004,furman,wofford,77,73
2004,furman,western-carolina,72,63
2004,furman,citadel,60,47
2004,furman,college-of-charleston,58,57
2004,furman,davidson,64,71
2004,furman,western-carolina,73,68
2004,furman,east-tennessee-state,84,94
2004,gardner-webb,south-carolina,74,83
2004,gardner-webb,elon,68,65
2004,gardner-webb,clemson,55,86
2004,gardner-webb,indiana-state,53,67
2004,gardner-webb,kansas-state,65,68
2004,gardner-webb,colorado-state,59,89
2004,gardner-webb,florida-atlantic,75,95
2004,gardner-webb,central-florida,60,71
2004,gardner-webb,east-carolina,59,76
2004,gardner-webb,troy,58,76
2004,gardner-webb,mercer,56,72
2004,gardner-webb,georgia-state,64,92
2004,gardner-webb,campbell,79,62
2004,gardner-webb,stetson,64,72
2004,gardner-webb,jacksonville,74,62
2004,gardner-webb,belmont,57,68
2004,gardner-webb,lipscomb,70,53
2004,gardner-webb,belmont,59,68
2004,gardner-webb,lipscomb,61,63
2004,gardner-webb,jacksonville,78,83
2004,gardner-webb,stetson,48,62
2004,gardner-webb,georgia-state,60,72
2004,gardner-webb,mercer,85,77
2004,gardner-webb,campbell,84,69
2004,gardner-webb,troy,74,81
2004,gardner-webb,central-florida,79,87
2004,gardner-webb,florida-atlantic,67,65
2004,george-mason,morehead-state,95,82
2004,george-mason,maryland,64,79
2004,george-mason,iona,92,83
2004,george-mason,east-carolina,76,65
2004,george-mason,hartford,79,58
2004,george-mason,north-carolina,81,115
2004,george-mason,mcneese-state,96,63
2004,george-mason,duquesne,80,70
2004,george-mason,st-bonaventure,69,55
2004,george-mason,towson,71,62
2004,george-mason,old-dominion,71,74
2004,george-mason,william-mary,84,71
2004,george-mason,hofstra,84,76
2004,george-mason,virginia-commonwealth,56,80
2004,george-mason,north-carolina-wilmington,64,62
2004,george-mason,james-madison,74,70
2004,george-mason,drexel,65,83
2004,george-mason,delaware,65,74
2004,george-mason,william-mary,78,62
2004,george-mason,towson,74,57
2004,george-mason,james-madison,64,72
2004,george-mason,virginia-commonwealth,69,57
2004,george-mason,drexel,75,72
2004,george-mason,hofstra,57,67
2004,george-mason,delaware,75,61
2004,george-mason,north-carolina-wilmington,59,46
2004,george-mason,old-dominion,70,66
2004,george-mason,delaware,65,58
2004,george-mason,north-carolina-wilmington,80,66
2004,george-mason,virginia-commonwealth,54,55
2004,george-mason,tennessee,58,55
2004,george-mason,austin-peay,66,60
2004,george-mason,oregon,54,68
2004,george-washington,charlotte,80,76
2004,george-washington,florida-international,76,67
2004,george-washington,appalachian-state,76,62
2004,george-washington,william-mary,73,57
2004,george-washington,appalachian-state,77,80
2004,george-washington,west-virginia,70,64
2004,george-washington,gonzaga,91,96
2004,george-washington,towson,76,57
2004,george-washington,old-dominion,62,72
2004,george-washington,fairfield,67,75
2004,george-washington,texas,72,88
2004,george-washington,saint-josephs,81,90
2004,george-washington,temple,78,60
2004,george-washington,massachusetts,76,61
2004,george-washington,la-salle,74,57
2004,george-washington,dayton,66,74
2004,george-washington,duquesne,83,63
2004,george-washington,xavier,81,60
2004,george-washington,richmond,65,72
2004,george-washington,st-bonaventure,102,78
2004,george-washington,rhode-island,84,72
2004,george-washington,fordham,77,66
2004,george-washington,dayton,66,64
2004,george-washington,duquesne,86,63
2004,george-washington,richmond,67,75
2004,george-washington,xavier,66,83
2004,george-washington,la-salle,87,72
2004,george-washington,rhode-island,79,50
2004,george-washington,xavier,47,70
2004,george-washington,virginia,66,79
2004,georgetown,grambling,83,36
2004,georgetown,penn-state,79,78
2004,georgetown,coastal-carolina,81,68
2004,georgetown,delaware-state,63,54
2004,georgetown,norfolk-state,76,53
2004,georgetown,davidson,71,53
2004,georgetown,elon,91,70
2004,georgetown,howard,89,58
2004,georgetown,citadel,85,62
2004,georgetown,rutgers,63,57
2004,georgetown,boston-college,64,72
2004,georgetown,west-virginia,58,62
2004,georgetown,connecticut,70,94
2004,georgetown,st-johns-ny,71,69
2004,georgetown,duke,66,85
2004,georgetown,providence,50,65
2004,georgetown,miami-fl,87,80
2004,georgetown,villanova,60,75
2004,georgetown,miami-fl,80,64
2004,georgetown,virginia-tech,65,80
2004,georgetown,temple,53,59
2004,georgetown,st-johns-ny,58,65
2004,georgetown,syracuse,54,57
2004,georgetown,pittsburgh,58,68
2004,georgetown,seton-hall,48,75
2004,georgetown,notre-dame,48,61
2004,georgetown,virginia-tech,55,60
2004,georgetown,boston-college,57,68
2004,georgia,western-carolina,78,67
2004,georgia,florida-atlantic,99,84
2004,georgia,gonzaga,76,82
2004,georgia,towson,81,51
2004,georgia,florida-am,77,59
2004,georgia,winthrop,60,80
2004,georgia,clemson,61,56
2004,georgia,south-alabama,65,63
2004,georgia,charleston-southern,79,59
2004,georgia,pittsburgh,55,76
2004,georgia,georgia-tech,83,80
2004,georgia,tennessee,65,89
2004,georgia,south-carolina,63,84
2004,georgia,kentucky,65,57
2004,georgia,alabama,42,45
2004,georgia,mississippi-state,58,71
2004,georgia,louisiana-state,59,63
2004,georgia,arkansas,71,50
2004,georgia,mississippi,64,51
2004,georgia,auburn,54,57
2004,georgia,vanderbilt,39,61
2004,georgia,kentucky,74,68
2004,georgia,florida,76,62
2004,georgia,tennessee,71,60
2004,georgia,south-carolina,47,63
2004,georgia,florida,55,63
2004,georgia,vanderbilt,71,61
2004,georgia,auburn,73,59
2004,georgia,kentucky,60,69
2004,georgia,iowa-state,74,82
2004,georgia-southern,alabama-birmingham,73,94
2004,georgia-southern,savannah-state,86,66
2004,georgia-southern,mercer,88,78
2004,georgia-southern,east-tennessee-state,85,91
2004,georgia-southern,wagner,78,59
2004,georgia-southern,southern-mississippi,91,95
2004,georgia-southern,cleveland-state,79,64
2004,georgia-southern,texas-am-corpus-christi,70,57
2004,georgia-southern,wofford,81,63
2004,georgia-southern,citadel,86,58
2004,georgia-southern,savannah-state,80,58
2004,georgia-southern,furman,71,67
2004,georgia-southern,wofford,82,73
2004,georgia-southern,college-of-charleston,85,80
2004,georgia-southern,davidson,62,60
2004,georgia-southern,chattanooga,82,74
2004,georgia-southern,appalachian-state,81,77
2004,georgia-southern,furman,72,77
2004,georgia-southern,western-carolina,68,65
2004,georgia-southern,davidson,72,82
2004,georgia-southern,college-of-charleston,82,76
2004,georgia-southern,north-carolina-greensboro,79,80
2004,georgia-southern,elon,83,80
2004,georgia-southern,citadel,65,68
2004,georgia-southern,wofford,82,69
2004,georgia-southern,chattanooga,87,90
2004,georgia-state,utah,38,46
2004,georgia-state,tulsa,72,67
2004,georgia-state,belmont,58,76
2004,georgia-state,lipscomb,89,81
2004,georgia-state,south-alabama,88,56
2004,georgia-state,tennessee,71,87
2004,georgia-state,auburn,77,72
2004,georgia-state,central-florida,60,70
2004,georgia-state,florida-atlantic,79,76
2004,georgia-state,campbell,89,68
2004,georgia-state,gardner-webb,92,64
2004,georgia-state,troy,84,83
2004,georgia-state,mercer,79,66
2004,georgia-state,jacksonville,66,58
2004,georgia-state,stetson,93,62
2004,georgia-state,mercer,55,73
2004,georgia-state,jacksonville,75,77
2004,georgia-state,stetson,65,66
2004,georgia-state,troy,69,85
2004,georgia-state,gardner-webb,72,60
2004,georgia-state,campbell,90,67
2004,georgia-state,florida-atlantic,90,76
2004,georgia-state,central-florida,63,61
2004,georgia-state,lipscomb,82,72
2004,georgia-state,belmont,72,70
2004,georgia-state,stetson,55,47
2004,georgia-state,troy,62,63
2004,georgia-tech,louisiana-lafayette,79,45
2004,georgia-tech,hofstra,75,56
2004,georgia-tech,cornell,90,69
2004,georgia-tech,connecticut,77,61
2004,georgia-tech,texas-tech,85,65
2004,georgia-tech,ohio-state,73,53
2004,georgia-tech,tennessee-state,94,43
2004,georgia-tech,saint-louis,75,62
2004,georgia-tech,alabama-am,74,41
2004,georgia-tech,st-johns-ny,79,66
2004,georgia-tech,marist,90,40
2004,georgia-tech,virginia-commonwealth,86,65
2004,georgia-tech,georgia,80,83
2004,georgia-tech,north-carolina,88,103
2004,georgia-tech,virginia,75,57
2004,georgia-tech,maryland,81,71
2004,georgia-tech,wake-forest,73,66
2004,georgia-tech,north-carolina-state,72,76
2004,georgia-tech,clemson,76,69
2004,georgia-tech,duke,74,82
2004,georgia-tech,florida-state,65,81
2004,georgia-tech,tennessee,77,62
2004,georgia-tech,north-carolina,88,77
2004,georgia-tech,virginia,80,82
2004,georgia-tech,maryland,75,64
2004,georgia-tech,wake-forest,76,80
2004,georgia-tech,north-carolina-state,69,79
2004,georgia-tech,clemson,79,60
2004,georgia-tech,duke,76,68
2004,georgia-tech,florida-state,63,60
2004,georgia-tech,north-carolina,83,82
2004,georgia-tech,duke,71,85
2004,georgia-tech,northern-iowa,65,60
2004,georgia-tech,boston-college,57,54
2004,georgia-tech,nevada,72,67
2004,georgia-tech,kansas,79,71
2004,georgia-tech,oklahoma-state,67,65
2004,georgia-tech,connecticut,73,82
2004,gonzaga,saint-josephs,66,73
2004,gonzaga,idaho,84,63
2004,gonzaga,denver,90,58
2004,gonzaga,georgia,82,76
2004,gonzaga,washington,86,62
2004,gonzaga,maryland,82,68
2004,gonzaga,george-washington,96,91
2004,gonzaga,missouri,87,80
2004,gonzaga,stanford,80,87
2004,gonzaga,washington-state,96,58
2004,gonzaga,eastern-washington,70,49
2004,gonzaga,montana,88,67
2004,gonzaga,pepperdine,87,70
2004,gonzaga,loyola-marymount,74,60
2004,gonzaga,san-francisco,92,50
2004,gonzaga,saint-marys-ca,75,61
2004,gonzaga,portland,80,65
2004,gonzaga,san-diego,85,73
2004,gonzaga,santa-clara,79,63
2004,gonzaga,pepperdine,93,73
2004,gonzaga,loyola-marymount,87,57
2004,gonzaga,san-francisco,71,48
2004,gonzaga,saint-marys-ca,79,60
2004,gonzaga,portland,79,69
2004,gonzaga,tulsa,76,56
2004,gonzaga,san-diego,97,78
2004,gonzaga,santa-clara,80,64
2004,gonzaga,santa-clara,63,62
2004,gonzaga,saint-marys-ca,84,71
2004,gonzaga,valparaiso,76,49
2004,gonzaga,nevada,72,91
2004,grambling,georgetown,36,83
2004,grambling,arkansas,46,64
2004,grambling,auburn,56,105
2004,grambling,marquette,55,71
2004,grambling,stephen-f-austin,50,68
2004,grambling,saint-louis,35,73
2004,grambling,texas-am,101,103
2004,grambling,texas-christian,71,99
2004,grambling,alabama-state,53,60
2004,grambling,alabama-am,86,60
2004,grambling,southern,63,73
2004,grambling,alcorn-state,75,61
2004,grambling,texas-southern,50,52
2004,grambling,prairie-view,66,70
2004,grambling,jackson-state,64,83
2004,grambling,arkansas-pine-bluff,78,55
2004,grambling,mississippi-valley-state,83,69
2004,grambling,southern,73,70
2004,grambling,alcorn-state,77,78
2004,grambling,texas-southern,90,99
2004,grambling,prairie-view,80,61
2004,grambling,jackson-state,75,65
2004,grambling,arkansas-pine-bluff,74,59
2004,grambling,mississippi-valley-state,65,72
2004,grambling,alabama-state,52,66
2004,grambling,alabama-am,81,76
2004,grambling,alabama-am,80,86
2004,green-bay,southeast-missouri-state,62,63
2004,green-bay,iupui,55,66
2004,green-bay,western-illinois,70,55
2004,green-bay,iowa,56,82
2004,green-bay,chicago-state,70,65
2004,green-bay,wisconsin,57,73
2004,green-bay,western-illinois,86,69
2004,green-bay,butler,70,63
2004,green-bay,savannah-state,80,59
2004,green-bay,troy,75,62
2004,green-bay,cleveland-state,70,69
2004,green-bay,wright-state,53,46
2004,green-bay,youngstown-state,62,52
2004,green-bay,butler,60,50
2004,green-bay,milwaukee,70,82
2004,green-bay,loyola-il,60,55
2004,green-bay,illinois-chicago,57,74
2004,green-bay,detroit-mercy,53,52
2004,green-bay,milwaukee,70,81
2004,green-bay,cleveland-state,60,58
2004,green-bay,youngstown-state,73,70
2004,green-bay,loyola-il,80,73
2004,green-bay,illinois-chicago,55,63
2004,green-bay,northern-iowa,75,82
2004,green-bay,detroit-mercy,52,61
2004,green-bay,wright-state,76,65
2004,green-bay,butler,50,72
2004,hampton,la-salle,68,64
2004,hampton,wichita-state,65,68
2004,hampton,monmouth,52,64
2004,hampton,virginia-commonwealth,51,67
2004,hampton,akron,82,96
2004,hampton,davidson,70,83
2004,hampton,southern-mississippi,57,59
2004,hampton,winthrop,74,84
2004,hampton,norfolk-state,73,63
2004,hampton,william-mary,79,72
2004,hampton,east-carolina,53,77
2004,hampton,richmond,42,73
2004,hampton,south-carolina-state,66,68
2004,hampton,north-carolina-at,80,57
2004,hampton,florida-am,81,87
2004,hampton,bethune-cookman,77,67
2004,hampton,maryland-eastern-shore,75,62
2004,hampton,delaware-state,56,65
2004,hampton,howard,60,53
2004,hampton,coppin-state,75,72
2004,hampton,morgan-state,63,64
2004,hampton,south-carolina-state,55,83
2004,hampton,north-carolina-at,85,58
2004,hampton,florida-am,59,77
2004,hampton,bethune-cookman,80,58
2004,hampton,maryland-eastern-shore,79,71
2004,hampton,howard,85,79
2004,hampton,delaware-state,74,68
2004,hampton,norfolk-state,70,77
2004,hampton,florida-am,71,72
2004,hartford,massachusetts,72,66
2004,hartford,long-island-university,63,64
2004,hartford,george-mason,58,79
2004,hartford,north-carolina-state,49,78
2004,hartford,drexel,52,72
2004,hartford,sam-houston-state,68,66
2004,hartford,maine,63,87
2004,hartford,brown,70,63
2004,hartford,boston-university,48,59
2004,hartford,maryland-baltimore-county,54,78
2004,hartford,northeastern,59,76
2004,hartford,stony-brook,69,55
2004,hartford,binghamton,60,56
2004,hartford,dartmouth,78,68
2004,hartford,albany-ny,57,48
2004,hartford,new-hampshire,85,55
2004,hartford,binghamton,68,75
2004,hartford,maine,64,75
2004,hartford,boston-university,45,78
2004,hartford,northeastern,61,73
2004,hartford,stony-brook,62,70
2004,hartford,vermont,45,47
2004,hartford,albany-ny,59,77
2004,hartford,vermont,60,83
2004,hartford,new-hampshire,80,71
2004,hartford,maryland-baltimore-county,65,55
2004,hartford,northeastern,79,74
2004,hartford,vermont,48,61
2004,harvard,fairfield,60,65
2004,harvard,holy-cross,59,67
2004,harvard,new-hampshire,75,81
2004,harvard,maine,78,89
2004,harvard,lehigh,79,88
2004,harvard,boston-university,42,86
2004,harvard,colgate,60,78
2004,harvard,vermont,42,48
2004,harvard,northeastern,58,61
2004,harvard,rider,95,101
2004,harvard,stanford,59,100
2004,harvard,san-jose-state,58,53
2004,harvard,dartmouth,54,56
2004,harvard,dartmouth,60,49
2004,harvard,sacred-heart,69,91
2004,harvard,cornell,79,91
2004,harvard,columbia,67,78
2004,harvard,pennsylvania,69,104
2004,harvard,princeton,50,58
2004,harvard,brown,67,91
2004,harvard,yale,78,71
2004,harvard,columbia,57,66
2004,harvard,cornell,81,78
2004,harvard,yale,62,80
2004,harvard,brown,83,100
2004,harvard,princeton,51,60
2004,harvard,pennsylvania,56,77
2004,hawaii,california-santa-barbara,51,57
2004,hawaii,santa-clara,56,43
2004,hawaii,dayton,72,82
2004,hawaii,oregon-state,70,67
2004,hawaii,texas-southern,97,67
2004,hawaii,new-orleans,92,64
2004,hawaii,lamar,94,88
2004,hawaii,iupui,82,64
2004,hawaii,fairfield,50,49
2004,hawaii,fresno-state,58,69
2004,hawaii,nevada,60,53
2004,hawaii,san-jose-state,83,76
2004,hawaii,southern-methodist,66,65
2004,hawaii,louisiana-tech,67,60
2004,hawaii,texas-el-paso,85,63
2004,hawaii,boise-state,64,58
2004,hawaii,rice,73,76
2004,hawaii,tulsa,73,71
2004,hawaii,san-jose-state,56,55
2004,hawaii,louisiana-tech,61,62
2004,hawaii,southern-methodist,62,59
2004,hawaii,boise-state,57,74
2004,hawaii,southern-illinois,62,66
2004,hawaii,texas-el-paso,62,71
2004,hawaii,tulsa,92,62
2004,hawaii,rice,91,77
2004,hawaii,nevada,64,77
2004,hawaii,fresno-state,60,69
2004,hawaii,rice,68,70
2004,hawaii,utah-state,85,74
2004,hawaii,nebraska,84,83
2004,hawaii,michigan,73,88
2004,high-point,clemson,81,88
2004,high-point,michigan,49,84
2004,high-point,virginia,64,79
2004,high-point,western-carolina,66,64
2004,high-point,mount-st-marys,72,64
2004,high-point,north-carolina-greensboro,85,72
2004,high-point,furman,87,98
2004,high-point,north-carolina-at,88,63
2004,high-point,citadel,94,70
2004,high-point,charleston-southern,80,66
2004,high-point,coastal-carolina,75,69
2004,high-point,winthrop,77,62
2004,high-point,liberty,66,79
2004,high-point,virginia-military-institute,78,57
2004,high-point,radford,72,67
2004,high-point,north-carolina-asheville,83,70
2004,high-point,birmingham-southern,43,68
2004,high-point,liberty,56,67
2004,high-point,charleston-southern,81,78
2004,high-point,coastal-carolina,52,73
2004,high-point,winthrop,67,78
2004,high-point,north-carolina-asheville,73,78
